P_demand;cms_toggle;P_Load;P_house;P_control
0.0;0;9.045692307692308;4.22994864198923;-2.069537777903077
0.0;0;8.525692307692307;4.0;3.2694173443076933
0.0;0;7.981692307692307;4.08995359066923;-0.8095823160230765
0.0;0;7.466461538461537;4.0;1.6891816305384628
0.0;0;7.01323076923077;4.090419156523077;-0.8137724087076927
0.0;0;6.626769230769232;4.086513651216923;-0.778622860952308
0.0;0;6.302461538461539;1.5472936586615567;0.48800000000001853
0.0;0;6.035230769230768;4.0;5.141344318769232
0.0;0;5.8204615384615375;4.0;0.03914618693846217
0.0;0;5.6344615384615375;4.0;3.3940749893384625
0.0;0;5.477076923076923;4.0;4.875856780923078
0.0;0;5.31953846153846;4.0;5.08557126046154
0.0;0;5.166923076923077;4.0;3.325901996476923
0.0;0;5.0524615384615394;4.0;3.9886326539384607
0.0;0;5.0190769230769225;4.0;2.2063228551230774
0.0;0;5.124;4.0;3.9119533960000004
0.0;0;5.386307692307692;4.0;3.2100152342923094
0.0;0;5.768;4.0;2.3503625642
0.0;0;6.202153846153848;4.0;1.4025828790461516
0.0;0;6.631538461538462;4.0;0.3141059760615388
0.0;0;7.003692307692307;4.083913261549231;-0.7552193539430765
0.0;0;7.323384615384616;4.239839866238462;-2.158558796146155
0.0;0;7.619230769230769;4.348197092653077;-3.133773833877692
-2.480799478925441;1;7.900615384615384;5.667895853582488;-2.2327195310328967
-4.716758427028699;1;8.182153846153845;3.9370712618280166;-4.245082584325829
-6.012880326216018;1;8.415846153846154;3.0042538602517377;-5.411592293594416
-6.69449148843457;1;8.544769230769232;2.5197268911781183;-6.0250423395911135
-6.221529762975701;1;8.497076923076923;2.897700136398793;-5.59937678667813
-4.153709460256806;1;8.248923076923077;4.510584562691951;-3.738338514231126
-0.9428054219581661;1;7.857692307692307;7.009167427929958;-0.8485248797623495
0.0;0;7.423538461538461;4.342353846153846;-3.0811846153846156
0.0;0;7.0275384615384615;4.302753846153847;-2.7247846153846154
0.0;0;6.746153846153847;4.274615384615385;-2.4715384615384624
0.6943495799351013;1;6.545692307692307;7.240041887627409;0.6943495799351013
1.3747894286420714;1;6.378769230769231;7.753558659411302;1.3747894286420714
-4.800197460770357;1;6.192615384615384;1.8724376699220624;-4.320177714693322
-12.411613187363077;1;5.9541538461538455;-5.216298022472925;-11.17045186862677
-9.683857630909136;1;5.658307692307693;-3.0571641755105308;-8.715471867818223
-6.35098278675392;1;5.324307692307693;-0.3915768157708346;-5.715884508078528
0.0;0;4.9616923076923065;4.9616923076923065;0.0
0.0;0;4.589692307692308;4.589692307692308;0.0
0.0;0;4.217538461538462;4.217538461538462;0.0
0.0;0;3.8501538461538463;4.0;0.14984615384615374
0.0;0;3.4923076923076923;4.0;0.5076923076923077
